DRILLHOLE_NO,DH_NAME,DH_OTHER_NAME,lon_dd,lat_dd,max_depth_m,drill_date,TARGET_COMMODITIES,MINERAL_CLASS,PETROLEUM_CLASS,STRATIGRAPHIC_CLASS,WATER_WELL_CLASS,STRAT_LOG,LITHO_LOG,PETROPHYSICAL_LOG,CORE_LIBRARY,OPERATOR_NAME,TENEMENT,MAP_250000,dist_od_km,in_regional_window,strat_units_top_to_base,gis_codes_top_to_base,deepest_logged_base_m,oldest_age_rank,oldest_age_class,depth_top_pre_adelaidean_m,depth_top_crystalline_basement_m,first_pre_adelaidean_unit,first_crystalline_basement_unit,reached_pre_adelaidean,reached_crystalline_basement,pandurra_logged,hole_type,cutoff_t0,buffer_deg
19905,PACMINEX EX 41,,137.3935146,-32.5023114,65.5,1973-10-03,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,234.2,False,Quaternary rocks > Umberatana Group unit 2 > Tapley Hill Formation > Backy Point Formation > Pandurra Formation,IH > N-hu----02 > N-hunt > N-xcak > M----p,65.5,3.0,Mesoproterozoic,41.0,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
140340,PACMINEX EX 90,,137.3917766,-32.5037604,36.0,1974-03-21,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,234.3,False,Quaternary rocks > Tapley Hill Formation > Backy Point Formation > Gawler Range Volcanics,IH > N-hunt > N-xcak > M-ta,36.0,3.0,Mesoproterozoic,28.0,28.0,Gawler Range Volcanics,Gawler Range Volcanics,True,True,False,mineral,1975-05-02,2.0
140298,PACMINEX EX 40,,137.3688546,-32.5103274,42.7,1973-10-02,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,234.6,False,Quaternary rocks > Gawler Range Volcanics,IH > M-ta,42.7,3.0,Mesoproterozoic,7.5,7.5,Gawler Range Volcanics,Gawler Range Volcanics,True,True,False,mineral,1975-05-02,2.0
19904,PACMINEX EX 45,,137.4075416,-32.5578454,56.4,1973-11-08,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,240.5,False,Quaternary rocks > Tapley Hill Formation > Backy Point Formation > Pandurra Formation,IH > N-hunt > N-xcak > M----p,56.4,3.0,Mesoproterozoic,52.0,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
140302,PACMINEX EX 46,,137.3630806,-32.5661644,80.8,1973-11-09,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,240.6,False,Quaternary rocks > Tapley Hill Formation > Backy Point Formation > Gawler Range Volcanics,IH > N-hunt > N-xcak > M-ta,80.8,3.0,Mesoproterozoic,70.0,70.0,Gawler Range Volcanics,Gawler Range Volcanics,True,True,False,mineral,1975-05-02,2.0
6809,LAKE PHILLIPSON BORE 1,,134.6160621,-29.4943733,963.47,1901-11-09,Water,Y,N,N,N,Y,N,N,Y,South Australia. Department of Mines and Energy., ,SH5306 COOBER PEDY,242.8,False,Quaternary rocks > Bulldog Shale > Algebuckina Sandstone > Carboniferous-Permian rocks > Mulgathing Complex,IH > K--rmb > JK---a > CP > AYm,963.5,5.0,Archaean,957.0,957.0,Mulgathing Complex,Mulgathing Complex,True,True,False,mineral,1975-05-02,2.0
148599,AU-U 1,U-AU-1,136.6855327,-32.6353024,121.92,1971-05-20,Uranium,Y,N,N,N,Y,N,N,Y,Nissho Iwai Co (Australia) Pty Ltd.,SML 463,SI5304 PORT AUGUSTA,244.7,False,Quaternary rocks > Tertiary silcrete > Corunna Conglomerate,IH > ap----si > Y--t-r,121.92,4.0,Palaeoproterozoic,8.5,8.5,Corunna Conglomerate,Corunna Conglomerate,True,True,False,mineral,1975-05-02,2.0
148604,AU-U 6,U-AU-6,136.7352547,-32.6600134,448.06,1972-09-10,Uranium,Y,N,N,N,Y,N,N,Y,Nissho Iwai Co (Australia) Pty Ltd.,SML 616,SI5304 PORT AUGUSTA,247.2,False,Corunna Conglomerate,Y--t-r,448.06,4.0,Palaeoproterozoic,0.0,0.0,Corunna Conglomerate,Corunna Conglomerate,True,True,False,mineral,1975-05-02,2.0
14205,WEEDINA 1,,135.6580361,-28.47439,1624.28,1970-03-23,Oil,N,Y,N,N,Y,N,N,Y,Pexa Oil NL.,PEL 5,SH5303 WARRINA,248.9,False,Quaternary rocks > Mount Anna Sandstone Member > Mount Toondina Formation > Stuart Range Formation > Boorthanna Formation > Cootanoorina Formation > Archaean-Devonian rocks,IH > K----ca > P----t > P----s > CP---b > E----c > AD,1624.28,5.0,Archaean,1609.04,1609.04,Archaean-Devonian rocks,Archaean-Devonian rocks,True,True,False,petroleum,1975-05-02,2.0
140312,PACMINEX EX 56,,137.3966196,-32.6379424,45.7,1973-11-13,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,249.0,False,Quaternary rocks > Tapley Hill Formation > Backy Point Formation > Pandurra Formation,IH > N-hunt > N-xcak > M----p,45.7,3.0,Mesoproterozoic,43.0,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
140313,PACMINEX EX 57,,137.3751426,-32.6438504,61.0,1973-11-14,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,249.3,False,Quaternary rocks > Pandurra Formation > Gawler Range Volcanics,IH > M----p > M-ta,61.0,3.0,Mesoproterozoic,6.0,53.0,Pandurra Formation,Gawler Range Volcanics,True,True,True,mineral,1975-05-02,2.0
19902,PACMINEX EX 53,,137.4420606,-32.6339094,61.0,1973-11-12,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,249.4,False,Quaternary rocks > Tapley Hill Formation > Backy Point Formation > Pandurra Formation,IH > N-hunt > N-xcak > M----p,61.0,3.0,Mesoproterozoic,55.0,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
140311,PACMINEX EX 55,,137.4298606,-32.6415414,13.7,1973-11-13,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,250.0,False,Quaternary rocks > Pandurra Formation,IH > M----p,13.7,3.0,Mesoproterozoic,7.0,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
140306,PACMINEX EX 50,,137.4640305,-32.6360944,36.6,1973-11-11,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,250.1,False,Quaternary rocks > Tapley Hill Formation > Pandurra Formation,IH > N-hunt > M----p,36.6,3.0,Mesoproterozoic,33.5,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
140307,PACMINEX EX 51,,137.4583495,-32.6387304,18.6,1973-11-11,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,250.3,False,Quaternary rocks > Tapley Hill Formation > Backy Point Formation > Pandurra Formation,IH > N-hunt > N-xcak > M----p,18.6,3.0,Mesoproterozoic,12.0,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
140335,PACMINEX EX 85,,137.4194666,-32.6512994,21.0,1974-03-20,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,250.9,False,Quaternary rocks > Tapley Hill Formation > Pandurra Formation,IH > N-hunt > M----p,21.0,3.0,Mesoproterozoic,19.0,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
19939,DME PBH 2,PBH 2,137.1360576,-32.6932134,32.0,1956-08-27,Iron,Y,N,N,N,Y,Y,N,N,South Australia. Department of Mines and Energy.,OA ,SI5304 PORT AUGUSTA,251.5,False,Quaternary rocks > Corunna Conglomerate,IH > Y--t-r,32.0,4.0,Palaeoproterozoic,19.8,19.8,Corunna Conglomerate,Corunna Conglomerate,True,True,False,mineral,1975-05-02,2.0
19938,DME PBH 1,PBH 1,137.1363726,-32.6938934,26.8,1956-08-06,Iron,Y,N,N,N,Y,Y,N,N,South Australia. Department of Mines and Energy.,OA ,SI5304 PORT AUGUSTA,251.6,False,Quaternary rocks > Corunna Conglomerate,IH > Y--t-r,26.8,4.0,Palaeoproterozoic,3.0,3.0,Corunna Conglomerate,Corunna Conglomerate,True,True,False,mineral,1975-05-02,2.0
19943,DME PBH 8,PBH 8,137.1362126,-32.6934814,29.0,1956-08-30,Iron,Y,N,N,N,Y,Y,N,N,South Australia. Department of Mines and Energy.,OA ,SI5304 PORT AUGUSTA,251.6,False,Corunna Conglomerate,Y--t-r,29.0,4.0,Palaeoproterozoic,0.0,0.0,Corunna Conglomerate,Corunna Conglomerate,True,True,False,mineral,1975-05-02,2.0
19944,DME PBH 9,PBH 9,137.1365856,-32.6939074,17.4,1956-09-20,Iron,Y,N,N,N,Y,Y,N,N,South Australia. Department of Mines and Energy.,OA ,SI5304 PORT AUGUSTA,251.6,False,Corunna Conglomerate,Y--t-r,17.4,4.0,Palaeoproterozoic,0.0,0.0,Corunna Conglomerate,Corunna Conglomerate,True,True,False,mineral,1975-05-02,2.0
19949,DME DDH 45,DDH DD45,137.1369626,-32.6949384,107.6,1957-01-16,Iron,Y,N,N,N,Y,Y,N,N,South Australia. Department of Mines and Energy.,OA ,SI5304 PORT AUGUSTA,251.7,False,Quaternary rocks > Corunna Conglomerate,IH > Y--t-r,107.6,4.0,Palaeoproterozoic,4.9,4.9,Corunna Conglomerate,Corunna Conglomerate,True,True,False,mineral,1975-05-02,2.0
19948,DME DDH 44,DDH DD44,137.1370636,-32.6942694,101.1,1957-02-01,Iron,Y,N,N,N,Y,Y,N,N,South Australia. Department of Mines and Energy.,OA ,SI5304 PORT AUGUSTA,251.7,False,Quaternary rocks > Corunna Conglomerate,IH > Y--t-r,101.1,4.0,Palaeoproterozoic,3.0,3.0,Corunna Conglomerate,Corunna Conglomerate,True,True,False,mineral,1975-05-02,2.0
19946,DME DDH 42,DDH DD42,137.1366546,-32.6945554,3.05,1956-09-11,Iron,Y,N,N,N,Y,Y,N,N,South Australia. Department of Mines and Energy.,OA ,SI5304 PORT AUGUSTA,251.7,False,Corunna Conglomerate,Y--t-r,3.05,4.0,Palaeoproterozoic,0.0,0.0,Corunna Conglomerate,Corunna Conglomerate,True,True,False,mineral,1975-05-02,2.0
19940,DME PBH 3,PBH 3,137.1361216,-32.6945834,22.3,1956-09-13,Iron,Y,N,N,N,Y,Y,N,N,South Australia. Department of Mines and Energy.,OA ,SI5304 PORT AUGUSTA,251.7,False,Quaternary rocks > Corunna Conglomerate,IH > Y--t-r,22.3,4.0,Palaeoproterozoic,15.2,15.2,Corunna Conglomerate,Corunna Conglomerate,True,True,False,mineral,1975-05-02,2.0
19947,DME DDH 42A,DDH DD42A,137.1366546,-32.6945644,67.4,1956-10-19,Iron,Y,N,N,N,Y,Y,N,N,South Australia. Department of Mines and Energy.,OA ,SI5304 PORT AUGUSTA,251.7,False,Corunna Conglomerate,Y--t-r,67.4,4.0,Palaeoproterozoic,0.0,0.0,Corunna Conglomerate,Corunna Conglomerate,True,True,False,mineral,1975-05-02,2.0
19941,DME PBH 5,PBH 5,137.1362246,-32.6953024,36.6,1956-10-10,Iron,Y,N,N,N,Y,Y,N,N,South Australia. Department of Mines and Energy.,OA ,SI5304 PORT AUGUSTA,251.8,False,Corunna Conglomerate,Y--t-r,36.6,4.0,Palaeoproterozoic,0.0,0.0,Corunna Conglomerate,Corunna Conglomerate,True,True,False,mineral,1975-05-02,2.0
19942,DME PBH 7,PBH 7,137.1365816,-32.6973074,32.0,1956-09-07,Iron,Y,N,N,N,Y,Y,N,N,South Australia. Department of Mines and Energy.,OA ,SI5304 PORT AUGUSTA,252.0,False,Corunna Conglomerate,Y--t-r,32.0,4.0,Palaeoproterozoic,0.0,0.0,Corunna Conglomerate,Corunna Conglomerate,True,True,False,mineral,1975-05-02,2.0
19945,DME DDH 12,DDH DD12,137.1360836,-32.6978934,152.93,1955-04-22,Iron,Y,N,N,N,Y,Y,N,N,South Australia. Department of Mines and Energy.,OA ,SI5304 PORT AUGUSTA,252.1,False,Quaternary rocks > Gairdner Dolerite > Corunna Conglomerate,IH > N----g > Y--t-r,152.93,4.0,Palaeoproterozoic,20.1,20.1,Corunna Conglomerate,Corunna Conglomerate,True,True,False,mineral,1975-05-02,2.0
19950,DME DDH 40,DDH DD40,137.1370836,-32.6986694,110.9,1956-09-03,Iron,Y,N,N,N,Y,Y,N,N,South Australia. Department of Mines and Energy.,OA ,SI5304 PORT AUGUSTA,252.2,False,Corunna Conglomerate,Y--t-r,110.9,4.0,Palaeoproterozoic,0.0,0.0,Corunna Conglomerate,Corunna Conglomerate,True,True,False,mineral,1975-05-02,2.0
19951,DME DDH 30,DDH DD30,137.1360196,-32.7014744,205.4,1956-01-20,Iron,Y,N,N,N,Y,Y,N,N,South Australia. Department of Mines and Energy.,OA ,SI5304 PORT AUGUSTA,252.5,False,Quaternary rocks > Corunna Conglomerate,IH > Y--t-r,205.4,4.0,Palaeoproterozoic,1.8,1.8,Corunna Conglomerate,Corunna Conglomerate,True,True,False,mineral,1975-05-02,2.0
140310,PACMINEX EX 54,,137.4972495,-32.6541054,85.3,1973-11-13,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,252.8,False,Quaternary rocks > Tapley Hill Formation > Pandurra Formation,IH > N-hunt > M----p,85.3,3.0,Mesoproterozoic,84.0,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
19952,DME DDH 13,DDH DD13,137.1397246,-32.7083554,192.6,1955-07-12,Iron,Y,N,N,N,Y,Y,N,N,South Australia. Department of Mines and Energy.,OA ,SI5304 PORT AUGUSTA,253.3,False,Quaternary rocks > Corunna Conglomerate > Gairdner Dolerite,IH > Y--t-r > N----g,192.6,4.0,Palaeoproterozoic,3.7,3.7,Corunna Conglomerate,Corunna Conglomerate,True,True,False,mineral,1975-05-02,2.0
140332,PACMINEX EX 82,,137.4198006,-32.6755504,90.0,1974-03-16,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,253.5,False,Quaternary rocks > Pandurra Formation,IH > M----p,90.0,3.0,Mesoproterozoic,3.0,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
140334,PACMINEX EX 84,,137.4252426,-32.6756244,87.0,1974-03-20,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,253.7,False,Quaternary rocks > Pandurra Formation,IH > M----p,87.0,3.0,Mesoproterozoic,3.0,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
140333,PACMINEX EX 83,,137.4305955,-32.6764244,40.0,1974-03-16,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,253.8,False,Quaternary rocks > Whyalla Sandstone > Tapley Hill Formation > Backy Point Formation > Pandurra Formation,IH > N-hueh > N-hunt > N-xcak > M----p,40.0,3.0,Mesoproterozoic,39.5,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
140226,BHP JD 11,,137.1228136,-32.7305924,16.5,1961-05-01,Iron,Y,N,N,N,Y,N,N,N,Broken Hill Pty Co Ltd.,OA ,SI5304 PORT AUGUSTA,255.6,False,Quaternary rocks > Archaean rocks,IH > A-,16.5,5.0,Archaean,7.6,7.6,Archaean rocks,Archaean rocks,True,True,False,mineral,1975-05-02,2.0
140314,PACMINEX EX 58,,137.4187476,-32.6957704,64.0,1973-11-14,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,255.7,False,Quaternary rocks > Pandurra Formation,IH > M----p,64.0,3.0,Mesoproterozoic,3.0,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
19997,DME DDH 39A,DDH DD39A,137.1431866,-32.7299474,278.0,1957-06-14,Iron,Y,N,N,N,Y,Y,N,N,South Australia. Department of Mines and Energy.,OA ,SI5304 PORT AUGUSTA,255.7,False,Quaternary rocks > Corunna Conglomerate,IH > Y--t-r,278.0,4.0,Palaeoproterozoic,33.3,33.3,Corunna Conglomerate,Corunna Conglomerate,True,True,False,mineral,1975-05-02,2.0
140225,BHP JD 10,,137.1207386,-32.7331704,15.2,1961-05-01,Iron,Y,N,N,N,Y,N,N,N,Broken Hill Pty Co Ltd.,OA ,SI5304 PORT AUGUSTA,255.8,False,Quaternary rocks > Archaean rocks,IH > A-,15.2,5.0,Archaean,6.0,6.0,Archaean rocks,Archaean rocks,True,True,False,mineral,1975-05-02,2.0
140227,BHP JD 12,,137.1286356,-32.7318644,19.8,1961-05-01,Iron,Y,N,N,N,Y,N,N,N,Broken Hill Pty Co Ltd.,OA ,SI5304 PORT AUGUSTA,255.8,False,Quaternary rocks > Archaean-Mesoproterozoic rocks,IH > AM,19.8,5.0,Archaean,17.4,17.4,Archaean-Mesoproterozoic rocks,Archaean-Mesoproterozoic rocks,True,True,False,mineral,1975-05-02,2.0
140329,PACMINEX EX 79,,137.4543975,-32.6910634,46.0,1974-03-13,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,255.9,False,Quaternary rocks > Tapley Hill Formation > Backy Point Formation > Pandurra Formation,IH > N-hunt > N-xcak > M----p,46.0,3.0,Mesoproterozoic,45.0,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
140316,PACMINEX EX 60,,137.4794025,-32.6871914,15.8,1973-11-15,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,256.0,False,Quaternary rocks > Pandurra Formation,IH > M----p,15.8,3.0,Mesoproterozoic,9.0,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
140216,BHP DDH 18,,137.1409516,-32.7338004,313.9,1953-12-12,Iron,Y,N,N,N,Y,N,N,N,Broken Hill Pty Co Ltd.,OA ,SI5304 PORT AUGUSTA,256.1,False,Corunna Conglomerate,Y--t-r,313.9,4.0,Palaeoproterozoic,0.0,0.0,Corunna Conglomerate,Corunna Conglomerate,True,True,False,mineral,1975-05-02,2.0
140223,BHP JD 8,,137.1179796,-32.7369704,12.2,1961-05-01,Iron,Y,N,N,N,Y,N,N,N,Broken Hill Pty Co Ltd.,OA ,SI5304 PORT AUGUSTA,256.2,False,Quaternary rocks > Archaean rocks,IH > A-,12.2,5.0,Archaean,4.0,4.0,Archaean rocks,Archaean rocks,True,True,False,mineral,1975-05-02,2.0
140229,BHP JD 14,,137.1255326,-32.7369034,16.8,1961-05-01,Iron,Y,N,N,N,Y,N,N,N,Broken Hill Pty Co Ltd.,OA ,SI5304 PORT AUGUSTA,256.3,False,Quaternary rocks > Archaean-Mesoproterozoic rocks,IH > AM,16.8,5.0,Archaean,13.7,13.7,Archaean-Mesoproterozoic rocks,Archaean-Mesoproterozoic rocks,True,True,False,mineral,1975-05-02,2.0
140224,BHP JD 9,,137.1217136,-32.7369344,18.3,1961-05-01,Iron,Y,N,N,N,Y,N,N,N,Broken Hill Pty Co Ltd.,OA ,SI5304 PORT AUGUSTA,256.3,False,Quaternary rocks > Archaean rocks,IH > A-,18.3,5.0,Archaean,4.9,4.9,Archaean rocks,Archaean rocks,True,True,False,mineral,1975-05-02,2.0
140228,BHP JD 13,,137.1290826,-32.7367894,18.3,1961-05-01,Iron,Y,N,N,N,Y,N,N,N,Broken Hill Pty Co Ltd.,OA ,SI5304 PORT AUGUSTA,256.3,False,Quaternary rocks > Archaean-Mesoproterozoic rocks,IH > AM,18.3,5.0,Archaean,15.5,15.5,Archaean-Mesoproterozoic rocks,Archaean-Mesoproterozoic rocks,True,True,False,mineral,1975-05-02,2.0
140230,BHP JD 15,,137.1248856,-32.7392594,12.8,1961-05-01,Iron,Y,N,N,N,Y,N,N,N,Broken Hill Pty Co Ltd.,OA ,SI5304 PORT AUGUSTA,256.5,False,Quaternary rocks > Archaean-Mesoproterozoic rocks,IH > AM,12.8,5.0,Archaean,11.9,11.9,Archaean-Mesoproterozoic rocks,Archaean-Mesoproterozoic rocks,True,True,False,mineral,1975-05-02,2.0
140222,BHP JD 7,,137.1140246,-32.7398504,16.8,1961-05-01,Iron,Y,N,N,N,Y,N,N,N,Broken Hill Pty Co Ltd.,OA ,SI5304 PORT AUGUSTA,256.5,False,Quaternary rocks > Archaean-Mesoproterozoic rocks,IH > AM,16.8,5.0,Archaean,1.7,1.7,Archaean-Mesoproterozoic rocks,Archaean-Mesoproterozoic rocks,True,True,False,mineral,1975-05-02,2.0
140315,PACMINEX EX 59,,137.4532255,-32.6969944,24.7,1973-11-15,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,256.5,False,Quaternary rocks > Backy Point Formation > Pandurra Formation,IH > N-xcak > M----p,24.7,3.0,Mesoproterozoic,22.0,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
140232,BHP JD 17,,137.1294716,-32.7396874,19.2,1961-05-01,Iron,Y,N,N,N,Y,N,N,N,Broken Hill Pty Co Ltd.,OA ,SI5304 PORT AUGUSTA,256.6,False,Quaternary rocks > Archaean-Mesoproterozoic rocks,IH > AM,19.2,5.0,Archaean,16.8,16.8,Archaean-Mesoproterozoic rocks,Archaean-Mesoproterozoic rocks,True,True,False,mineral,1975-05-02,2.0
140231,BHP JD 16,,137.1285296,-32.7395594,19.5,1961-05-01,Iron,Y,N,N,N,Y,N,N,N,Broken Hill Pty Co Ltd.,OA ,SI5304 PORT AUGUSTA,256.6,False,Quaternary rocks > Archaean-Mesoproterozoic rocks,IH > AM,19.5,5.0,Archaean,17.4,17.4,Archaean-Mesoproterozoic rocks,Archaean-Mesoproterozoic rocks,True,True,False,mineral,1975-05-02,2.0
140234,BHP JD 19,,137.1315156,-32.7398954,25.9,1961-05-01,Iron,Y,N,N,N,Y,N,N,N,Broken Hill Pty Co Ltd.,OA ,SI5304 PORT AUGUSTA,256.7,False,Quaternary rocks > Gawler Range Volcanics,IH > M-ta,25.9,3.0,Mesoproterozoic,22.3,22.3,Gawler Range Volcanics,Gawler Range Volcanics,True,True,False,mineral,1975-05-02,2.0
140236,BHP JD 21,,137.1334046,-32.7399284,24.4,1961-05-01,Iron,Y,N,N,N,Y,N,N,N,Broken Hill Pty Co Ltd.,OA ,SI5304 PORT AUGUSTA,256.7,False,Quaternary rocks > Middleback Subgroup,IH > AY-i,24.4,5.0,Archaean,21.3,21.3,Middleback Subgroup,Middleback Subgroup,True,True,False,mineral,1975-05-02,2.0
140221,BHP JD 6,,137.1193826,-32.7412734,13.7,1961-05-01,Iron,Y,N,N,N,Y,N,N,N,Broken Hill Pty Co Ltd.,OA ,SI5304 PORT AUGUSTA,256.7,False,Quaternary rocks > Archaean rocks,IH > A-,13.7,5.0,Archaean,2.0,2.0,Archaean rocks,Archaean rocks,True,True,False,mineral,1975-05-02,2.0
140233,BHP JD 18,,137.1304796,-32.7398314,21.3,1961-05-01,Iron,Y,N,N,N,Y,N,N,N,Broken Hill Pty Co Ltd.,OA ,SI5304 PORT AUGUSTA,256.7,False,Quaternary rocks > Archaean-Mesoproterozoic rocks,IH > AM,21.3,5.0,Archaean,18.3,18.3,Archaean-Mesoproterozoic rocks,Archaean-Mesoproterozoic rocks,True,True,False,mineral,1975-05-02,2.0
140235,BHP JD 20,,137.1323826,-32.7400094,28.4,1961-05-01,Iron,Y,N,N,N,Y,N,N,N,Broken Hill Pty Co Ltd.,OA ,SI5304 PORT AUGUSTA,256.7,False,Quaternary rocks > Gawler Range Volcanics,IH > M-ta,28.4,3.0,Mesoproterozoic,24.1,24.1,Gawler Range Volcanics,Gawler Range Volcanics,True,True,False,mineral,1975-05-02,2.0
140327,PACMINEX EX 77,,137.4815465,-32.6991414,19.0,1974-03-13,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,257.3,False,Quaternary rocks > Whyalla Sandstone > Backy Point Formation > Pandurra Formation,IH > N-hueh > N-xcak > M----p,19.0,3.0,Mesoproterozoic,17.0,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
140220,BHP JD 5,,137.1177076,-32.7466314,12.2,1961-05-01,Iron,Y,N,N,N,Y,N,N,N,Broken Hill Pty Co Ltd.,OA ,SI5304 PORT AUGUSTA,257.3,False,Quaternary rocks > Archaean-Mesoproterozoic rocks,IH > AM,12.2,5.0,Archaean,2.0,2.0,Archaean-Mesoproterozoic rocks,Archaean-Mesoproterozoic rocks,True,True,False,mineral,1975-05-02,2.0
140217,BHP DDH 29,,137.1467386,-32.7454704,243.8,1956-12-12,Iron,Y,N,N,N,Y,N,N,N,Broken Hill Pty Co Ltd.,OA ,SI5304 PORT AUGUSTA,257.4,False,Myola Volcanics,Y-hb-m,243.8,4.0,Palaeoproterozoic,0.0,0.0,Myola Volcanics,Myola Volcanics,True,True,False,mineral,1975-05-02,2.0
140219,BHP JD 4,,137.1234856,-32.7477874,16.8,1961-05-01,Iron,Y,N,N,N,Y,N,N,N,Broken Hill Pty Co Ltd.,OA ,SI5304 PORT AUGUSTA,257.5,False,Quaternary rocks > Archaean-Mesoproterozoic rocks,IH > AM,16.8,5.0,Archaean,14.0,14.0,Archaean-Mesoproterozoic rocks,Archaean-Mesoproterozoic rocks,True,True,False,mineral,1975-05-02,2.0
140218,BHP JD 3A,,137.1271386,-32.7487174,18.3,1961-04-01,Iron,Y,N,N,N,Y,N,N,N,Broken Hill Pty Co Ltd.,OA ,SI5304 PORT AUGUSTA,257.6,False,Quaternary rocks > Archaean rocks,IH > A-,18.3,5.0,Archaean,15.0,15.0,Archaean rocks,Archaean rocks,True,True,False,mineral,1975-05-02,2.0
19907,PACMINEX EX 76,,137.4945895,-32.7003074,37.5,1974-03-13,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,257.7,False,Quaternary rocks > Tapley Hill Formation > Backy Point Formation > Pandurra Formation,IH > N-hunt > N-xcak > M----p,37.5,3.0,Mesoproterozoic,33.0,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
140328,PACMINEX EX 78,,137.4663975,-32.7066554,3.15,1974-03-13,"Base Metals, Copper",Y,N,N,N,Y,N,N,N,Mount Gunson Mines Pty Ltd.,EL 50,SI5304 PORT AUGUSTA,257.8,False,Quaternary rocks > Pandurra Formation,IH > M----p,3.15,3.0,Mesoproterozoic,3.0,,Pandurra Formation,,True,False,True,mineral,1975-05-02,2.0
